UserID,interaction_count,average_rating,rating_std,activity_span_days,recency_days,active_days,interactions_per_active_day,weekend_interaction_ratio,unique_genre_count,genre_prop_action,genre_prop_adventure,genre_prop_animation,genre_prop_childrens,genre_prop_comedy,genre_prop_crime,genre_prop_documentary,genre_prop_drama,genre_prop_fantasy,genre_prop_film_noir,genre_prop_horror,genre_prop_musical,genre_prop_mystery,genre_prop_romance,genre_prop_sci_fi,genre_prop_thriller,genre_prop_war,genre_prop_western
5382,67,3.925373134328358,0.9741108274297052,677.92,318.55,5,13.4,0.0597,15,0.2756,0.109,0.0064,0.0385,0.1218,0.0192,0.0064,0.0641,0.0449,0.0,0.0321,0.0064,0.0,0.0513,0.0833,0.109,0.0321,0.0
5383,28,4.0,1.0886621079036347,0.01,996.52,1,28.0,0.0,16,0.1034,0.0862,0.0345,0.069,0.1724,0.0345,0.0,0.0862,0.0172,0.0172,0.0172,0.0517,0.0517,0.0517,0.1034,0.069,0.0345,0.0
5384,46,4.413043478260869,0.8048764420434491,0.0,996.79,1,46.0,0.0,13,0.0189,0.0283,0.1132,0.1415,0.2358,0.0189,0.0,0.1321,0.0094,0.0,0.0094,0.2075,0.0,0.066,0.0094,0.0,0.0094,0.0
5385,46,4.0,0.9428090415820632,0.8,996.02,2,23.0,0.0,12,0.2157,0.1078,0.0,0.0098,0.098,0.0294,0.0,0.2059,0.0294,0.0,0.0196,0.0,0.0,0.0098,0.1765,0.0686,0.0294,0.0
5386,161,3.813664596273292,0.7089161528708754,215.7,781.13,9,17.89,0.1429,18,0.2405,0.1089,0.0203,0.0203,0.0987,0.0304,0.0025,0.0861,0.0127,0.0025,0.0304,0.0076,0.0101,0.043,0.119,0.1342,0.0253,0.0076
5387,731,3.5471956224350207,1.0605773505378853,981.78,15.05,24,30.46,0.0068,18,0.0961,0.0616,0.0203,0.0284,0.1652,0.0305,0.0081,0.1706,0.0129,0.0135,0.0575,0.0284,0.0278,0.1049,0.0596,0.0921,0.0176,0.0047
5388,24,3.9583333333333335,0.750603621828092,0.0,996.83,1,24.0,0.0,10,0.2727,0.0909,0.0,0.0,0.0364,0.0182,0.0,0.1818,0.0,0.0,0.0545,0.0,0.0,0.0909,0.0364,0.1636,0.0545,0.0
5389,154,3.357142857142857,0.9051672392947265,0.02,996.82,1,154.0,0.0,17,0.1784,0.0811,0.0054,0.0135,0.0919,0.0135,0.0,0.0757,0.0216,0.0081,0.0649,0.0027,0.0108,0.0189,0.2838,0.0973,0.0243,0.0081
5390,219,3.863013698630137,0.9283763348327775,0.05,996.8,1,219.0,0.0,17,0.2304,0.1071,0.0071,0.0054,0.1036,0.0911,0.0,0.1268,0.0089,0.0071,0.0161,0.0125,0.0125,0.0357,0.0679,0.1125,0.0411,0.0143
5391,23,3.4347826086956523,1.1994728750020205,0.0,996.88,1,23.0,0.0,12,0.2105,0.0263,0.0,0.0526,0.1316,0.0,0.0263,0.2105,0.0,0.0,0.0263,0.0,0.0263,0.0526,0.0789,0.1053,0.0,0.0526
5392,22,4.136363636363637,0.6396021490668313,0.01,996.87,1,22.0,0.0,13,0.06,0.04,0.0,0.04,0.12,0.04,0.0,0.3,0.02,0.0,0.02,0.0,0.02,0.12,0.08,0.06,0.08,0.0
5393,210,3.1857142857142855,0.9873776172899025,0.03,996.9,1,210.0,0.0,16,0.0655,0.0227,0.0,0.0227,0.0907,0.0479,0.0,0.5214,0.0025,0.0025,0.0025,0.0076,0.0176,0.1008,0.005,0.0403,0.0479,0.0025
5394,849,3.3616018845700824,0.8383413975609035,979.32,17.63,64,13.27,0.3463,18,0.0903,0.0533,0.0255,0.0442,0.2176,0.0418,0.0048,0.1848,0.017,0.0097,0.0261,0.0242,0.0212,0.0776,0.0588,0.0727,0.023,0.0073
5395,121,3.6942148760330578,1.0315277925372923,251.15,745.82,10,12.1,0.0083,18,0.0567,0.0607,0.0162,0.0283,0.1943,0.0243,0.004,0.17,0.0162,0.0243,0.0243,0.0121,0.0729,0.1174,0.0445,0.1012,0.0283,0.004
5396,81,4.1234567901234565,1.0047725619435315,0.01,997.01,1,81.0,0.0,16,0.1659,0.1048,0.048,0.0437,0.0961,0.0306,0.0,0.0568,0.0568,0.0044,0.048,0.0175,0.0,0.0393,0.1921,0.0655,0.0262,0.0044
5397,388,3.2989690721649483,1.2086248914530777,918.16,78.87,14,27.71,0.0,18,0.1165,0.0421,0.0136,0.0198,0.1784,0.0694,0.0025,0.1772,0.0087,0.0099,0.0496,0.0211,0.0173,0.0508,0.0508,0.1351,0.0297,0.0074
5398,28,4.035714285714286,1.0708993401928104,0.0,997.15,1,28.0,0.0,11,0.125,0.0625,0.0,0.0208,0.1458,0.0417,0.0,0.2917,0.0208,0.0,0.0625,0.0,0.0,0.0625,0.0417,0.125,0.0,0.0
5399,60,4.016666666666667,0.7917298517752696,0.01,997.23,1,60.0,0.0,16,0.1899,0.0886,0.0063,0.0063,0.0886,0.019,0.0,0.1013,0.0127,0.0063,0.0253,0.0,0.0127,0.0316,0.2658,0.1139,0.019,0.0127
5400,24,3.6666666666666665,1.0901402648748688,0.01,997.34,1,24.0,0.0,12,0.1667,0.0476,0.0238,0.0714,0.1429,0.0238,0.0,0.2143,0.0,0.0,0.0476,0.0,0.0,0.0952,0.0476,0.0952,0.0238,0.0
5401,146,4.089041095890411,0.8782524409437289,36.75,960.88,7,20.86,0.0,17,0.02,0.04,0.05,0.11,0.1867,0.02,0.0033,0.3167,0.0467,0.0,0.0067,0.04,0.02,0.0833,0.0167,0.0233,0.0133,0.0033
5402,92,3.5760869565217392,0.8923816220588798,0.02,997.63,1,92.0,0.0,18,0.1031,0.0876,0.0309,0.0515,0.0876,0.0206,0.0052,0.2216,0.0155,0.0052,0.0309,0.0309,0.0103,0.0928,0.0773,0.0567,0.0619,0.0103
5403,162,3.5,1.082038563737979,30.08,967.59,4,40.5,0.0,18,0.1411,0.104,0.0446,0.0594,0.1163,0.0396,0.0025,0.0767,0.0248,0.0025,0.0495,0.0248,0.0297,0.0396,0.0965,0.1213,0.0248,0.0025
5404,210,3.8476190476190477,1.117763936534575,1.94,995.74,2,105.0,0.0,18,0.1076,0.0618,0.0183,0.0275,0.1899,0.0412,0.0046,0.2059,0.0069,0.0023,0.0229,0.0183,0.0069,0.0732,0.0778,0.0847,0.0412,0.0092
5405,116,3.603448275862069,1.0119229249290687,390.73,606.98,4,29.0,0.2931,16,0.0673,0.0096,0.0,0.0,0.1587,0.0481,0.0096,0.3365,0.0048,0.0096,0.0144,0.0048,0.0192,0.1587,0.0288,0.1058,0.0192,0.0048
5406,122,3.3524590163934427,0.8900007535287087,0.65,997.08,1,122.0,0.0,17,0.042,0.042,0.0496,0.0992,0.2939,0.0115,0.0038,0.1641,0.0229,0.0038,0.0,0.0458,0.0115,0.1221,0.0344,0.0153,0.0344,0.0038
5407,27,4.222222222222222,1.0500305245868344,0.02,997.75,1,27.0,0.0,13,0.0339,0.0169,0.0,0.0,0.1186,0.0678,0.0,0.2712,0.0,0.0508,0.0339,0.0,0.0508,0.1356,0.0169,0.0847,0.1017,0.0169
5408,102,4.0588235294117645,0.8768025779096478,0.02,997.78,1,102.0,0.0,17,0.0778,0.0926,0.0667,0.0926,0.1185,0.0037,0.0,0.0704,0.0556,0.0074,0.0259,0.1593,0.0111,0.0667,0.1037,0.0296,0.0148,0.0037
5409,21,3.238095238095238,1.13599128098599,0.0,997.79,1,21.0,0.0,11,0.1522,0.087,0.0,0.0,0.1522,0.0217,0.0,0.2174,0.0435,0.0,0.0217,0.0,0.0,0.0435,0.0652,0.1087,0.087,0.0
5410,46,3.5217391304347827,0.9600724610334277,0.02,997.8,1,46.0,0.0,14,0.0941,0.0471,0.0,0.0118,0.1882,0.0353,0.0118,0.2353,0.0,0.0,0.0471,0.0235,0.0,0.0824,0.0824,0.0588,0.0471,0.0353
5411,24,2.8333333333333335,1.493949148388597,502.04,495.79,2,12.0,0.1667,13,0.0698,0.0698,0.0233,0.093,0.0698,0.0,0.0,0.2558,0.0698,0.0,0.0698,0.0233,0.0,0.093,0.0465,0.093,0.0233,0.0
5412,278,3.8597122302158273,1.227731283553215,839.23,158.63,13,21.38,0.0971,18,0.1688,0.0891,0.0406,0.0484,0.1094,0.0328,0.0031,0.1234,0.025,0.0109,0.0391,0.0156,0.0156,0.0531,0.0953,0.0891,0.0344,0.0062
5413,220,4.181818181818182,0.7174513259778419,958.87,39.01,33,6.67,0.0636,18,0.144,0.0535,0.0123,0.0062,0.0761,0.0741,0.0062,0.2037,0.0103,0.0247,0.0226,0.0021,0.0267,0.0412,0.1008,0.1461,0.0329,0.0165
5414,79,3.7721518987341773,1.1651935801381097,0.33,997.57,2,39.5,0.0,14,0.1421,0.0842,0.0158,0.0368,0.1526,0.0053,0.0,0.0579,0.0421,0.0,0.2,0.0263,0.0,0.0263,0.1158,0.0737,0.0211,0.0
5415,55,3.5090909090909093,1.13647810871239,64.85,933.09,4,13.75,0.0,14,0.0656,0.0902,0.0328,0.0738,0.3443,0.0164,0.0,0.1148,0.0164,0.0,0.0246,0.0328,0.0,0.1148,0.0246,0.0164,0.0328,0.0
5416,48,4.208333333333333,1.2020962777552002,0.01,998.03,1,48.0,0.0,15,0.11,0.06,0.01,0.03,0.23,0.05,0.02,0.15,0.0,0.0,0.06,0.0,0.02,0.02,0.09,0.11,0.02,0.02
5417,45,3.2,0.7567874686642695,0.01,998.27,1,45.0,0.0,13,0.0945,0.1496,0.0079,0.0945,0.0866,0.0079,0.0,0.0394,0.2126,0.0,0.0551,0.0,0.0,0.0394,0.1732,0.0236,0.0157,0.0
5418,250,3.632,1.1374317579600386,0.04,998.48,1,250.0,0.0,18,0.1102,0.0729,0.022,0.0288,0.1695,0.0407,0.0254,0.1356,0.0169,0.0136,0.0254,0.0508,0.0186,0.0712,0.0797,0.0576,0.0475,0.0136
5419,89,3.752808988764045,1.0144512497405196,0.02,998.61,1,89.0,0.0,17,0.0806,0.0484,0.0269,0.0215,0.1452,0.086,0.0,0.2419,0.0108,0.0323,0.0161,0.0108,0.0215,0.0484,0.0699,0.0806,0.0538,0.0054
5420,175,2.657142857142857,1.1730414624291832,0.03,998.79,1,175.0,1.0,17,0.0296,0.082,0.1185,0.3052,0.1481,0.0046,0.0,0.0569,0.0638,0.0023,0.0068,0.0979,0.0046,0.0296,0.0228,0.0137,0.0114,0.0023
5421,80,3.8875,1.147300077727894,0.02,998.84,1,80.0,1.0,16,0.0724,0.0263,0.0,0.0066,0.1579,0.0592,0.0066,0.3816,0.0132,0.0132,0.0066,0.0066,0.0132,0.0921,0.0263,0.0724,0.0461,0.0
5422,175,3.737142857142857,1.1035693693818107,1.19,997.67,2,87.5,0.0343,17,0.0295,0.0265,0.0088,0.0236,0.4572,0.0383,0.0,0.1003,0.0177,0.0324,0.0147,0.0206,0.0265,0.118,0.0265,0.0354,0.0118,0.0118
5423,98,4.040816326530612,1.138984602476763,0.02,998.9,1,98.0,1.0,18,0.0791,0.0508,0.0056,0.0113,0.1412,0.0621,0.0169,0.226,0.0113,0.0339,0.0226,0.0282,0.0452,0.0565,0.0452,0.096,0.0395,0.0282
5424,135,3.8074074074074074,0.7774460320694561,889.02,109.96,17,7.94,0.6667,17,0.12,0.0545,0.0218,0.0255,0.2145,0.0327,0.0,0.2073,0.0145,0.0036,0.0073,0.0036,0.0109,0.0909,0.0545,0.0909,0.0327,0.0145
5425,46,3.8043478260869565,1.2582097549453406,0.02,999.35,1,46.0,1.0,14,0.039,0.026,0.039,0.013,0.2208,0.0649,0.0,0.2987,0.013,0.013,0.039,0.0,0.0,0.0519,0.0909,0.0649,0.026,0.0
5426,296,3.435810810810811,0.9183264169966564,159.01,840.48,6,49.33,0.9459,17,0.1445,0.0575,0.0131,0.0197,0.1741,0.0345,0.0,0.1626,0.0115,0.0033,0.0411,0.0115,0.0213,0.0624,0.0673,0.1396,0.0263,0.0099
5427,81,4.580246913580247,0.6095940766375645,7.16,992.46,2,40.5,1.0,18,0.0833,0.0476,0.0119,0.0179,0.1964,0.0476,0.0238,0.244,0.006,0.0298,0.0119,0.0119,0.0238,0.0417,0.0417,0.0714,0.0774,0.0119
5428,388,3.979381443298969,0.8473016168022094,265.02,734.7,6,64.67,0.866,17,0.1135,0.0332,0.0051,0.0179,0.1645,0.0485,0.0,0.2844,0.0064,0.0013,0.0166,0.0077,0.0179,0.1237,0.0306,0.0918,0.0306,0.0064
5429,128,3.8671875,1.250959277583898,0.02,999.74,2,64.0,1.0,18,0.019,0.0142,0.019,0.0474,0.2227,0.019,0.0142,0.3886,0.0095,0.0047,0.0047,0.0095,0.0142,0.1327,0.019,0.0379,0.019,0.0047
5430,140,3.835714285714286,1.501130098444609,0.02,999.77,1,140.0,1.0,14,0.0363,0.0423,0.0695,0.0997,0.1813,0.0,0.0,0.1057,0.0121,0.0,0.003,0.1541,0.0091,0.2236,0.0151,0.0332,0.0151,0.0
5431,88,3.9545454545454546,0.869787804867568,0.04,999.8,1,88.0,1.0,14,0.0523,0.0065,0.0327,0.0523,0.2484,0.0131,0.0131,0.3007,0.0,0.0,0.0,0.0065,0.0196,0.1373,0.0261,0.0458,0.0458,0.0
5432,183,3.9672131147540983,0.8509957925559545,0.07,999.92,1,183.0,1.0,16,0.0599,0.0221,0.0,0.0032,0.1451,0.0505,0.0063,0.3722,0.0,0.0252,0.0063,0.0221,0.0347,0.0883,0.0063,0.0568,0.082,0.0189
5433,725,2.990344827586207,1.1675471371185786,260.05,740.04,12,60.42,0.5724,18,0.1445,0.0664,0.0072,0.0223,0.1281,0.042,0.0046,0.1452,0.0158,0.0066,0.0631,0.0085,0.0237,0.044,0.1242,0.1222,0.0256,0.0059
5434,244,4.008196721311475,1.0734038903221628,0.04,1000.1,1,244.0,1.0,18,0.0868,0.0586,0.0043,0.0087,0.2061,0.0304,0.0152,0.2299,0.0108,0.0108,0.0087,0.0087,0.0304,0.0651,0.1063,0.0954,0.0195,0.0043
5435,46,4.195652173913044,0.6538625481582945,0.34,999.91,1,46.0,1.0,15,0.1892,0.0811,0.0,0.009,0.0721,0.018,0.0,0.1892,0.018,0.009,0.0,0.009,0.027,0.045,0.1712,0.1081,0.045,0.009
5436,33,3.5757575757575757,0.867118180753892,0.01,1000.51,1,33.0,1.0,12,0.3226,0.1398,0.0,0.0,0.0753,0.043,0.0,0.043,0.0,0.0,0.0108,0.0,0.0215,0.0538,0.1075,0.1505,0.0108,0.0215
5437,156,3.6538461538461537,0.8163952723373581,816.99,183.65,12,13.0,0.8718,18,0.1354,0.0856,0.0028,0.0166,0.1409,0.0691,0.0028,0.1298,0.0414,0.0166,0.0249,0.0083,0.0414,0.0304,0.0939,0.116,0.0166,0.0276
5438,91,3.4725274725274726,1.1675297696957296,0.02,1000.64,1,91.0,1.0,17,0.0862,0.023,0.0057,0.0115,0.0977,0.0632,0.0,0.3908,0.0057,0.0115,0.0115,0.0057,0.0115,0.0862,0.0345,0.092,0.0575,0.0057
5439,22,3.590909090909091,1.3330627431056186,29.57,971.1,2,11.0,1.0,12,0.0811,0.027,0.0,0.027,0.1892,0.027,0.0,0.3784,0.0,0.0,0.027,0.027,0.027,0.0541,0.0,0.027,0.1081,0.0
5440,35,4.314285714285714,0.900046684130021,0.01,1000.68,1,35.0,1.0,15,0.0385,0.0256,0.0,0.0256,0.3077,0.0385,0.0,0.1795,0.0385,0.0513,0.0256,0.0128,0.0385,0.0641,0.0513,0.0897,0.0,0.0128
5441,196,3.795918367346939,1.0373455638999771,0.07,1000.71,2,98.0,0.1582,18,0.137,0.0642,0.0107,0.0364,0.1499,0.0428,0.0043,0.1563,0.03,0.0086,0.03,0.0171,0.0128,0.0407,0.0942,0.0835,0.0578,0.0236
5442,64,3.984375,0.9510593508761109,0.02,1000.85,1,64.0,0.0,16,0.0806,0.0242,0.0242,0.0081,0.1694,0.1129,0.0,0.2258,0.0,0.0161,0.0242,0.0161,0.0161,0.0565,0.0484,0.1613,0.0081,0.0081
5443,399,4.132832080200501,0.926928113724846,128.2,872.67,3,133.0,0.0602,18,0.1227,0.0732,0.0075,0.0194,0.1604,0.0398,0.0043,0.1496,0.0301,0.0032,0.0344,0.0183,0.0054,0.1119,0.0958,0.0786,0.0409,0.0043
5444,39,2.9743589743589745,1.0879042984027276,0.01,1000.94,1,39.0,0.0,17,0.0563,0.0282,0.0282,0.0282,0.1972,0.0141,0.0,0.1268,0.0282,0.0141,0.0704,0.0141,0.0282,0.0986,0.0704,0.169,0.0141,0.0141
5445,149,3.8187919463087248,0.8933212496464162,0.01,1000.94,1,149.0,0.0,17,0.1462,0.1128,0.0179,0.0256,0.1308,0.0333,0.0,0.1103,0.0538,0.0231,0.0256,0.0077,0.0231,0.0385,0.1103,0.1,0.0333,0.0077
5446,126,4.444444444444445,0.8055363982396382,0.02,1000.96,1,126.0,0.0,18,0.0575,0.0354,0.0088,0.0088,0.1195,0.0487,0.0177,0.3097,0.0044,0.031,0.0354,0.0265,0.0265,0.0575,0.0442,0.0708,0.0841,0.0133
5447,131,4.320610687022901,0.9467935813740304,417.18,583.81,3,43.67,0.0,17,0.0177,0.031,0.0088,0.0265,0.208,0.0221,0.0,0.3142,0.0088,0.0133,0.0177,0.0841,0.0088,0.1637,0.0177,0.0265,0.0221,0.0088
5448,351,3.3618233618233617,1.0863417418742505,989.44,11.61,13,27.0,0.3903,18,0.0532,0.036,0.0125,0.0329,0.2113,0.036,0.0031,0.2582,0.0078,0.011,0.0188,0.0485,0.0172,0.1064,0.0423,0.0485,0.0376,0.0188
5449,111,4.126126126126126,0.9156926550393633,80.03,921.2,3,37.0,0.0,17,0.2973,0.112,0.0077,0.0039,0.0965,0.0232,0.0,0.0579,0.0193,0.0039,0.0309,0.0116,0.0077,0.0618,0.0849,0.139,0.0386,0.0039
5450,321,3.4361370716510904,1.1053008781108646,689.44,311.79,19,16.89,0.0966,18,0.0909,0.0727,0.0258,0.0318,0.1712,0.0197,0.0045,0.1803,0.0288,0.0061,0.0561,0.0212,0.0121,0.0894,0.1061,0.0515,0.0273,0.0045
5451,94,4.223404255319149,0.9407644491576527,0.01,1001.39,1,94.0,0.0,16,0.2208,0.0833,0.0,0.0125,0.0917,0.0583,0.0,0.1292,0.0167,0.0583,0.0083,0.0125,0.0208,0.0833,0.0625,0.0833,0.05,0.0083
5452,284,3.3028169014084505,1.2297228083750071,0.72,1000.71,2,142.0,0.0387,18,0.1391,0.0513,0.0099,0.0199,0.1805,0.0497,0.0199,0.1838,0.0199,0.0099,0.0083,0.0099,0.0083,0.0977,0.0662,0.0977,0.0265,0.0017
5453,247,3.639676113360324,0.9303622296776933,915.83,85.65,8,30.88,0.004,18,0.1532,0.0669,0.0158,0.0176,0.0827,0.0475,0.0035,0.162,0.0194,0.0106,0.0282,0.0035,0.0264,0.0299,0.1215,0.1708,0.0387,0.0018
5454,64,4.15625,1.011344382649877,0.01,1001.52,1,64.0,0.0,17,0.1429,0.0752,0.0226,0.015,0.0827,0.0226,0.0,0.2331,0.015,0.0226,0.0376,0.0226,0.0301,0.0526,0.0451,0.0902,0.0752,0.015
5455,135,3.5555555555555554,1.2011603013968373,31.04,970.59,2,67.5,0.0,17,0.1728,0.1667,0.0185,0.0401,0.1049,0.0247,0.0,0.1111,0.0309,0.0093,0.0401,0.0123,0.0093,0.0525,0.0926,0.0926,0.0154,0.0062
5456,42,3.619047619047619,0.8249872416568828,0.01,1001.63,1,42.0,0.0,16,0.0244,0.0366,0.0122,0.0366,0.4146,0.0122,0.0122,0.1707,0.0244,0.0,0.0244,0.0244,0.0,0.122,0.0244,0.0122,0.0366,0.0122
5457,173,3.578034682080925,1.0063650101597732,92.02,909.62,2,86.5,0.0983,16,0.1473,0.0901,0.0418,0.0418,0.1451,0.0352,0.0,0.0593,0.0242,0.0088,0.0198,0.022,0.0132,0.0505,0.1956,0.0813,0.0242,0.0
5458,392,3.686224489795918,0.9759323855097215,772.78,228.88,53,7.4,0.4005,18,0.0944,0.0433,0.0183,0.0105,0.1874,0.0616,0.0039,0.2412,0.0105,0.0092,0.0105,0.0118,0.0288,0.0826,0.0472,0.0996,0.0354,0.0039
5459,178,3.966292134831461,1.0300506070859472,0.04,1001.64,1,178.0,0.0,16,0.0412,0.0265,0.0176,0.0735,0.3765,0.0235,0.0,0.0647,0.0235,0.0,0.1118,0.0059,0.0088,0.0912,0.0353,0.0853,0.0088,0.0059
5460,85,4.364705882352941,0.7995096536468523,0.02,1001.7,1,85.0,0.0,16,0.0809,0.0405,0.0231,0.0289,0.1503,0.0751,0.0,0.2543,0.0058,0.0116,0.0231,0.0289,0.0116,0.0867,0.0636,0.0694,0.0462,0.0
5461,48,4.083333333333333,0.8952197717411696,0.01,1001.74,1,48.0,0.0,15,0.022,0.011,0.0769,0.0659,0.4835,0.022,0.0,0.1209,0.022,0.0,0.011,0.022,0.011,0.0659,0.0,0.033,0.011,0.022
5462,36,3.9166666666666665,0.996422170998389,0.0,1001.79,1,36.0,0.0,11,0.1385,0.0308,0.0154,0.0308,0.2615,0.0308,0.0,0.1231,0.0,0.0,0.0769,0.0,0.0,0.0769,0.0769,0.1385,0.0,0.0
5463,280,3.85,0.7518197755515579,0.02,1001.77,1,280.0,0.0,18,0.0551,0.0286,0.0163,0.0245,0.1143,0.0429,0.0224,0.3143,0.0061,0.0286,0.0245,0.0286,0.0245,0.0653,0.0429,0.0837,0.0694,0.0082
5464,113,4.230088495575221,0.71973270779508,0.01,1001.78,1,113.0,0.0,18,0.0569,0.0142,0.0142,0.0142,0.1517,0.0379,0.0047,0.2938,0.0047,0.0427,0.019,0.0142,0.0521,0.09,0.0474,0.0711,0.0521,0.019
5465,22,3.272727272727273,1.2792042981336627,0.0,1001.81,1,22.0,0.0,14,0.0541,0.027,0.027,0.027,0.3514,0.0,0.0,0.1892,0.027,0.027,0.027,0.0,0.027,0.0541,0.0,0.0811,0.027,0.0541
5466,228,4.0964912280701755,0.9241669495191369,5.8,996.01,2,114.0,0.0,18,0.0832,0.0541,0.0166,0.0104,0.1663,0.0624,0.0083,0.1954,0.0083,0.0374,0.0644,0.0146,0.0229,0.079,0.0478,0.0707,0.0416,0.0166
5467,27,3.6296296296296298,1.2136451182015575,0.93,1000.89,2,13.5,0.0,12,0.0702,0.0702,0.0,0.0,0.1579,0.0351,0.0,0.193,0.0,0.0351,0.0,0.0175,0.0351,0.0351,0.0351,0.0175,0.0,0.2982
5468,385,3.6233766233766236,1.0056993969652543,91.86,909.95,3,128.33,0.0,18,0.142,0.0634,0.0279,0.0228,0.1242,0.0418,0.0114,0.1914,0.0165,0.0127,0.0165,0.0089,0.033,0.0596,0.09,0.1077,0.0266,0.0038
5469,115,4.156521739130435,0.7325909840844763,0.01,1001.83,1,115.0,0.0,16,0.1536,0.0393,0.0036,0.0,0.0393,0.0357,0.0,0.1286,0.0036,0.0464,0.0107,0.0036,0.0429,0.0536,0.0857,0.2464,0.0893,0.0179
5470,104,3.951923076923077,0.9988324027496674,701.01,300.83,12,8.67,0.2212,18,0.0556,0.0354,0.0202,0.0354,0.1212,0.0455,0.0303,0.3131,0.0051,0.0152,0.0101,0.0202,0.0303,0.0758,0.0455,0.0657,0.0606,0.0152
5471,25,3.76,1.392838827718412,0.01,1001.84,1,25.0,0.0,13,0.0536,0.0714,0.0,0.0179,0.125,0.1429,0.0,0.25,0.0357,0.0,0.0179,0.0,0.0179,0.0536,0.0714,0.1071,0.0357,0.0
5472,317,2.8990536277602525,1.0890271411693884,2.89,999.02,2,158.5,0.1956,17,0.1732,0.111,0.0298,0.0528,0.1177,0.0338,0.0,0.1042,0.0203,0.0068,0.0203,0.0271,0.0217,0.0744,0.0825,0.0771,0.0338,0.0135
5473,120,3.95,0.887352781019586,620.03,381.92,4,30.0,0.0,15,0.2067,0.0967,0.0,0.0033,0.0533,0.0467,0.0,0.11,0.02,0.0167,0.02,0.0,0.04,0.06,0.13,0.16,0.0333,0.0033
5474,47,3.595744680851064,0.9245345354869379,0.01,1002.0,1,47.0,0.0,14,0.1429,0.0756,0.0168,0.0252,0.1261,0.0,0.0,0.1008,0.0252,0.0168,0.0252,0.0,0.0084,0.0252,0.2857,0.0756,0.0504,0.0
5475,377,4.045092838196286,0.9112672695597666,489.45,512.56,19,19.84,0.0504,18,0.1027,0.05,0.0054,0.0149,0.2514,0.0446,0.0054,0.2135,0.0108,0.0054,0.0243,0.0122,0.0108,0.077,0.0514,0.0851,0.0284,0.0068
5476,34,4.176470588235294,0.9683033657896906,0.01,1002.02,1,34.0,0.0,13,0.0984,0.0328,0.0,0.0,0.0984,0.0328,0.0,0.2787,0.0164,0.1311,0.0164,0.0,0.0656,0.0492,0.0328,0.0984,0.0492,0.0
5477,25,3.6,0.8164965809277263,0.0,1002.03,1,25.0,0.0,14,0.1594,0.1304,0.0145,0.0435,0.0435,0.0,0.0,0.1304,0.029,0.0,0.0145,0.0145,0.0145,0.0435,0.2609,0.0435,0.058,0.0
5478,34,3.676470588235294,0.9118940739685928,0.02,1002.08,1,34.0,0.0,13,0.1205,0.0964,0.0241,0.0482,0.1566,0.0,0.0,0.1446,0.0361,0.0,0.0,0.012,0.0,0.1205,0.1084,0.0723,0.0361,0.0241
5479,105,3.638095238095238,0.9719509476761902,0.03,1002.13,1,105.0,0.0,16,0.0791,0.0465,0.014,0.0233,0.2791,0.0419,0.014,0.2093,0.014,0.0093,0.0233,0.0,0.0233,0.1023,0.0465,0.0512,0.0233,0.0
5480,150,3.3866666666666667,0.9747597650460205,0.12,1002.06,1,150.0,0.0,17,0.0497,0.0409,0.0292,0.0468,0.2719,0.0088,0.0029,0.1316,0.0146,0.0,0.0146,0.0877,0.0058,0.2398,0.0088,0.0292,0.0146,0.0029
5481,54,3.425925925925926,0.7423026858555556,31.55,970.63,3,18.0,0.0,15,0.1154,0.0673,0.0385,0.0192,0.1538,0.0096,0.0,0.1923,0.0096,0.0096,0.0481,0.0,0.0192,0.0577,0.1154,0.1154,0.0288,0.0
5482,375,3.928,0.7961404224083294,6.08,996.12,4,93.75,0.0,18,0.134,0.067,0.0168,0.0219,0.1495,0.0606,0.0039,0.1933,0.0142,0.0064,0.0258,0.0116,0.0142,0.0747,0.0593,0.0966,0.0399,0.0103
5483,221,3.8823529411764706,1.0066622988655232,24.97,977.29,3,73.67,0.0,16,0.0522,0.034,0.0385,0.0703,0.2744,0.034,0.0,0.2222,0.0113,0.0,0.0113,0.0249,0.0068,0.1179,0.034,0.0385,0.0204,0.0091
5484,79,4.430379746835443,0.654051364402566,996.63,5.88,7,11.29,0.3797,15,0.1865,0.0674,0.0,0.0052,0.0259,0.0466,0.0,0.1451,0.0155,0.0104,0.0155,0.0,0.0104,0.0207,0.2021,0.114,0.0881,0.0466
5485,114,3.763157894736842,0.905271010895196,0.04,1002.53,1,114.0,0.0,17,0.1497,0.0952,0.0238,0.0238,0.1224,0.017,0.0,0.1122,0.017,0.0034,0.0238,0.0408,0.017,0.0646,0.1735,0.0544,0.0578,0.0034
5486,43,4.116279069767442,0.8510302531017051,0.01,1002.64,1,43.0,0.0,12,0.1261,0.036,0.0,0.0,0.0811,0.3243,0.0,0.2072,0.0,0.036,0.018,0.0,0.018,0.018,0.027,0.0991,0.009,0.0
5487,47,4.297872340425532,0.8052786073916678,0.98,1001.73,2,23.5,0.0,14,0.1786,0.1161,0.0179,0.0357,0.125,0.0,0.0,0.1161,0.0357,0.0,0.0268,0.0089,0.0,0.0357,0.1964,0.0625,0.0357,0.0089
5488,253,3.4150197628458496,1.2107699978538937,712.88,289.87,10,25.3,0.0593,18,0.0948,0.0706,0.0316,0.0502,0.1654,0.0353,0.0056,0.1952,0.0297,0.0074,0.0167,0.039,0.0112,0.0836,0.0818,0.0539,0.0242,0.0037
